comment,sentiment,confidence,dominant_emotion,article_url
А дано най-накрая се вземат.,Позитивен,0.62,надежда,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan
Пожелавам здраве и щастие на хората от снимките.,Позитивен,0.95,доброжелателност,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan
Хубави хора.,Позитивен,0.82,симпатия,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan
"Витамини и минерали, които се съдържат в морковите, корнишоните и бананите по евростандарт.",Неутрален,0.95,спокойствие,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
"природата си знае работата - най-добре младо гадже. Тая работа с добавките е загубена кауза. Където ще давам аз хапчета на жената, че белкем и се доиска, по-добре едно младо момиченце където си кипи и без добавки",Негативен,0.78,цинизъм,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
"Старшината ни ( към 35, ама ми изглеждаше като чичо) викаше: СТАРА РИБА НЯМА!!!",Позитивен,0.62,носталгия,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
Банана е много важен!,Позитивен,0.72,одобрение,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
Сигурната добавка е 100 евро...,Неутрален,0.62,спокойствие,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
Кисело зеле е най-добре.,Позитивен,0.72,одобрение,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40
"Гришо още е млад, има време да завърти дом и семейство.",Позитивен,0.78,надежда,https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya
"Този може да изглежда ***,но не е... Страхотна жена си е избрал, което говори много добре за него..",Позитивен,0.78,възхищение,https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya
Две простовати физиономии. Няма забрая злобната му физиономия на тоя когато 2012 година загуби след 6 часа битка финала на АО срещу Новак. Това беше най-злобната физиономия която съм виждал. Искаше да изгризе гърлото на Джокович тази испанска мършаааа...А аз тогава откачих от кеф!,Негативен,0.72,злоба,https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya
Голям праз не съм го чувал даже :)))),Позитивен,0.82,забавление,https://www.dnes.bg/a/448-svobodno-vreme/724011-pochina-britanskiyat-aktyor-antani-hed
А къде са Лена мустака и Просто Киро баджанака :)))))),Позитивен,0.82,хумор,https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis
"""Отис също е прострелян в гърдите"". Това Отис един път жена, един път мъж",Негативен,0.72,тревога,https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis
"Алоо ,,Отис е тя , оправете ги тия грешки",Негативен,0.78,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis
Дреме ми на бахура какво мислят интериорните дизайнери.,Негативен,0.72,пренебрежение,https://www.dnes.bg/a/448-svobodno-vreme/723918-interiornite-dizayneri-sa-kategorichni-siviyat-divan-e-demode
"И тоа го е загазил, взел престарела лека на 45, вместо нещо младо 25 годишно.",Негативен,0.72,пренебрежение,https://www.dnes.bg/a/448-svobodno-vreme/723964-stenli-tuchi-progovori-za-21-godishnata-razlika-sas-saprugata-si
Стара мома за стар ерген.,Неутрален,0.72,спокойствие,https://www.dnes.bg/a/448-svobodno-vreme/723964-stenli-tuchi-progovori-za-21-godishnata-razlika-sas-saprugata-si
"СХВАНАХТЕ ЛИ ЕЛЕМЕНТАРНИЯ РЕКЛАМЕН ТРИК - СЛАБ АВТОР, СКУЧНА БЕЗИНТЕРЕСНА КНИГА, АЛА *** В СТАТИЯТА ГО СРАМ ДА НИ ГО КАЖЕ - СИГУРНО СА МУ ЗАБРАНИЛИ. ХРОНОЛОГИЯТА - ИЗДАДЕНА ""се нареди сред търсените български заглавия на пазара през миналата година."", НО ЯВНО СЛЕД ФАНФАРИТЕ Е ПЪЛЕН КРАХ, ТА ЗАТОВА 9 МЕСЕЦА ПО-КЪСНО АВТОРЪТ ЩЯЛ ДА Я ПРЕДСТАВЯ В БУРГАС и ВАРНА,А ЖУРНАЛИТЕ ДРЪНЧАТ, БЕЛКИМ НЯКОЙ СЕ ЗАКАЧИ НА КУКИИЧКАТА И Я КУПИ!!!... Е НЯМА БУДАЛИ!!!...",Негативен,0.97,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723904-istoriya-filosofiya-i-balgarski-traditsii-v-romana-sedem-dni-v-paroriya
Деда от Босна Кедрич като Меланията яничерна туркина.,Негативен,0.78,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723937-anna-kendrik-shte-rezhisira-skandalniyat-zhivot-na-evelin-hyugo
"Тази и режисьор, малко странно.:))",Неутрален,0.55,изненада,https://www.dnes.bg/a/448-svobodno-vreme/723937-anna-kendrik-shte-rezhisira-skandalniyat-zhivot-na-evelin-hyugo
КАКВА Е ТАЯ МОРФЕМА???!!!...,Негативен,0.78,объркване,https://www.dnes.bg/a/448-svobodno-vreme/723948-sadat-okonchatelno-reshi-che-morfov-e-uvolnen-nezakonno-narodniyat-teatar-se-vazmuti
"Когато поместват материли за такива звезди на киното, защо не качват снимки и от най-силните им години, когато наистина са били големи красавици?",Негативен,0.72,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya
на мен вече не ми харесва,Негативен,0.82,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya
ако живееше в мизерия и си броеше стотинките дали щеше толкова да и харесва да живее?....,Негативен,0.82,скептицизъм,https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya
"До: ха ха ха18, Учи история ха-ха-ха! В Русия е крепостничество .ВСАЩ е робство,особено в Южните щати. Войната в САЩ е между Севера и Юга",Негативен,0.62,подигравка,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
До 4юли остана малко време Ще видим как ще се развиват събитията.Да не стане на 250 г Севера срещу Юга 21 век,Негативен,0.62,тревожност,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Като не разбираш по добре не коментирай. 250 годишнината от независимостта на Щатите не е и не трябва да е политическо събитие каквото президента педофил иска да направи.,Негативен,0.95,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"He e лu npaйg, xuч нe мu ro xвaлu!",Негативен,0.82,недоволство,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Ха-ха-ха, каза най-големият некадърник на света. Оранжевият орангутан си заминава след междинните избори.",Негативен,0.87,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Ха така, Тръмп ще им попее малко, той пее като никой друг, такова пеене никога не сте чували преди, най-великото и най-незабравимото и никога няма да чуете пак толкова велико пеене, е стига да не реши пак да попее защото става все по велик и велик и т.н.",Негативен,0.82,ирония,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Не били ги чували, значи не стават. Ей, Андрешко, трябва и култура! Само Азис, мазни кючеци и бангаранга за вас. Вие изкуство, пък и от световен мащаб, не заслужавате. Не заслужвате даже и мазните кючеци, ама ви идват наготово.",Негативен,0.97,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"ИМА ТЪНКА И НЕУЛОВИМА РАЗЛИКА МЕЖДУ РОБСТВО,КРЕПОСТНИЧЕСТВО И ФЕОДАЛИЗЪМ.ДА ПИЕМ ЗА ПРЕМАХВАНЕТО НА КРЕПОСТНИЧЕСТВОТО КАКТО В РУСИЯ ТАКА И В ЗАПАДНА ЕВРОПА. НО НАЙ-МИ ХАРЕСВА ОТ ВСИЧКО ПРАВОТО НА ЗАПАДНИЯТ ФЕОДАЛ НА ПЪРВАТА НОЩ...",Негативен,0.72,цинизъм,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Не им варви на САЩ на ръководители....,Негативен,0.78,недоверие,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"ТОЙ не искал бездарни певци!. Ами те самите се отказаха бе, чоджум. Черното е бяло в Белия дом.",Негативен,0.82,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Тоя нещасmник го бойкотираха от всякъде независимо от тлъстине хонорари които обещаваше на изпълнителите. Сега скучния дядка Тръмп щял да произнесе няколко часова политическа реч като експеримет за масово приспиване на хора дошли да се забавляват.,Негативен,0.91,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"До: анонименДа пием и за премахването на робството Русия, точно по същото време ...има нещо общо нали?",Негативен,0.62,сарказъм,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
1861г. ДА ПИЕМ ЗА ПРЕМАХВАНЕТО НА РОБСТВОТО В АМЕРИКА!!!... CHEERS!!!...,Позитивен,0.88,радост,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"До: анонимен""... духът на създателите на америка е най великото нещо на света и тъмна сянка върху феодализма..."" ха ха ха държава която узаконява робството, с президенти робовладелци ---примитивен феодализъм след ренесанса в Европа.",Негативен,0.87,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
До: BONZO/ има огромна разлика между служител с работно време и трудови задължения и човек който упражнява свободна професия и сам решава с какъв проект да се захване.,Неутрален,0.72,убеденост,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Интересно ако не се бяха отказали повечето, дали Тръмп пак така щеше да говори :)",Неутрален,0.62,ирония,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Браво, все повече го харесвам.А тук обратното, бездария в музика, писателство и спортове заливат ЕС и нашата родна България.Ех, Тръмпи, не можеш да огрееш навсякъде, но благодаря че има такива хора, които да ударят един прът в колелата на лицемерието и лиготиите.Браво.",Позитивен,0.67,възхищение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Така се прави, с гордост, a не с yes please, ok, thank you please. Живейки в България виждам, америка, духът на създателите на америка е най великото нещо на света и тъмна сянка върху феодализма. Но това което се случва с америка е постоянния опит за съботаж на идеята америка!",Негативен,0.72,възмущение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"ТРЪМПИ, НЕ МИ РАЗВАЛЯЙ ПРАЗНИКА!!!...",Негативен,0.78,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Важното е,че ще има златен долар с лика му по случай годишнината.",Позитивен,0.72,одобрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"О КАДЪРНИ ТРЪМП, СТОЙ СИ У ДОМА!!!...",Негативен,0.85,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Хахах казал им бил той. Те един по един се отказаха въпреки парите.,Негативен,0.62,ирония,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"добър ден на всички гербери, гербаджии, герберасти и герберунгели. Рундю нарунди ли ви го до тон колоните? Лек ден!",Негативен,0.82,подигравка,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
пък дето са се отказали кои са?,Неутрален,0.55,любопитство,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"работата е там, че разлика м/у путин и тръмп няма! единствената разлика е на държавно ниво! един вид на тръмпя има някой дето да му дърпа юздите и да му казва стига! докато на пуин ако някой му казва стига ил иго отравят или пада от прозорец или му катастрофира самолета, все такива ""случайни"" неща му се случват!",Негативен,0.82,възмущение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"да се чуди човек, кой е по-чалнат у главата: Путин, Тръмп или нашия чорапчо",Негативен,0.87,пренебрежение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"Обаче Кондьо и Азис си ги чувал и са ти кумири, нали ?",Негативен,0.72,сарказъм,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
"От изброените певци не съм чувал нито един. Явно не са толкова известни, така че Тръмп е прав, че са бездарни.",Негативен,0.82,пренебрежение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Тука съм съгласен с Тръмпи. Все едно строителят да не отиде на работа по политически причини. Ай с'иктир на самозабравилите се певачки.,Негативен,0.82,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma
Наистина дразнещо е като са монго и постоянно се чуват. добро решение,Негативен,0.82,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
Аз съм вувузелчек и правя вувузели на Урсула!,Позитивен,0.65,игривост,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"забранени са семките , усмивките и правото да пиеш вода и да дишаш въздуха докато траят 90-те минути",Негативен,0.88,недоволство,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"а да, типичната краварска цензура, заради която винаги са се обезмисляли всякакви събития и желание човек да се забавлява. затова да го gyxam краварите",Негативен,0.97,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
СТИГА БЕ ФАШИСТИ - ВУВУЗЕЛЪТ Е ДЕМОКРАЦИЯ!!!...,Негативен,0.82,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"Правилно, това спорт ли е или панаир. Разни вувузели, тъпъни и какви ли не дивотии трябва да се забранят да се внасят.",Негативен,0.92,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"Това е заради невероятните закони в САЩ, какво мубе лошото да си гол до кръста и нарисуван в цвета на държавата,която подкрепяш? А ако си жена още по-малко против имам!",Позитивен,0.52,ентусиазъм,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
Либерастка класика,Негативен,0.82,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"Да го ду...wait, what !?",Неутрален,0.45,изненада,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
А в България кога ще ги забранят? ПБ и Румен Радев надуват и се чува ЧАК от Министерски съвет.,Негативен,0.88,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
A семки ще може ли да чоплим и плюем?,Неутрален,0.62,любопитство,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"ФИФА е машина за пари ,както и УЕФА ....ФИФА иочаква печалба от това световно милиарди долари ..(дори е стряскощо ...когато една институция има толкова много пари ..а оттам и власт ..)",Негативен,0.82,тревога,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
И на мен ми викат вувyзелата,Неутрален,0.55,спокойствие,https://www.dnes.bg/a/448-svobodno-vreme/723868-fifa-zabrani-vuvuzelite-na-mondiala-v-sasht-meksiko-i-kanada
"Няколко читатели,искаме да сложим ред в естетичното изглеждане на една телевизия,но собствениците й,се правят на важни,което лично на мен,не ми пука.Б.Лазаров, т. нар. синоптик в БТВ,не е за пред камера с тези си килограми,подходящи по вече за щангист тежка категория.Отива зад паравана в студиото,докато влезе в нормата,подходяща за тази професия.",Негативен,0.91,пренебрежение,https://www.dnes.bg/a/558-vremeto/723862-dnes-poveche-slantse-sledobed-pak-shte-prevali-i-pregarmi
"Похвали,алабализми.Опъна ли я вече или предстои? Това е важното.",Негативен,0.72,цинизъм,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
"Да , изключителна е , най-добрата , Djey GO",Позитивен,0.97,възхищение,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
Изключително полезна новина. От 30 години се вълнувам от живота на изключителната звезда,Позитивен,0.92,възхищение,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
"Джус похвали ли те, значи има полза/файда/фандък от тебе .. това е",Позитивен,0.62,одобрение,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
"Ивета, вече е досадно да пишеш само за J.Lo, и то толкова неграмотни и плиткоумни статии!",Негативен,0.95,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
Голям праС .,Неутрален,0.45,спокойствие,https://www.dnes.bg/a/448-svobodno-vreme/723732-bret-goldstin-zasipa-s-pohvali-dzhey-lo
"Не знам какъв е бил като човек Вал Килмър, но да говориш така за починал е, меко казано, грозно.",Негативен,0.82,осъждане,https://www.dnes.bg/a/448-svobodno-vreme/723767-val-kilmar-beshe-zakleymen-za-nay-loshiyat-chovek-na-sveta-godina-sled-smartta-si
Този пак са го изтървали от 4 ти км....,Негативен,0.82,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723767-val-kilmar-beshe-zakleymen-za-nay-loshiyat-chovek-na-sveta-godina-sled-smartta-si
Аз искам Кампари ориндж!,Позитивен,0.72,желание,https://www.dnes.bg/a/448-svobodno-vreme/723770-yagodi-i-smetana-nay-aktualniya-tsvyat-v-kosite-za-lyato-2026
в косите при 40 градуса по Целзий ще въздейства убийствено възпламеняващо на съзерцаващите.,Негативен,0.72,заплаха,https://www.dnes.bg/a/448-svobodno-vreme/723770-yagodi-i-smetana-nay-aktualniya-tsvyat-v-kosite-za-lyato-2026
"Културата идва от хората.... ти говориш за шоу бизнес, аман от неуки и бездарни ""артисти""!",Негативен,0.93,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723861-magdalena-ralcheva-kulturata-tryabva-da-stiga-do-horata
"ако входа не е безплатен а посещенията- организирани, кой точно ще иде да помогне на тая леличка да си хване таргета?",Негативен,0.78,скептицизъм,https://www.dnes.bg/a/448-svobodno-vreme/723861-magdalena-ralcheva-kulturata-tryabva-da-stiga-do-horata
"в държава, в която премиера говори за намаляне на пенциите, тристате милиона бюджет на министерството на културата отиват за фестивалчета, художествена самодейност и командировки, а певците от софийската опера пеят за шрек началника им да може да плати тока.",Негативен,0.93,възмущение,https://www.dnes.bg/a/448-svobodno-vreme/723861-magdalena-ralcheva-kulturata-tryabva-da-stiga-do-horata
си е в хората. Често хората са значително по-културни от т.н. носители на култура.,Неутрален,0.62,ирония,https://www.dnes.bg/a/448-svobodno-vreme/723861-magdalena-ralcheva-kulturata-tryabva-da-stiga-do-horata
"Първо нека да достигне до вас, защото вие сте все още брутални, агресивни, лъжци, кадци и много алчни българи от български произход.",Негативен,0.98,презрение,https://www.dnes.bg/a/448-svobodno-vreme/723861-magdalena-ralcheva-kulturata-tryabva-da-stiga-do-horata
Изтрещял свят.,Негативен,0.82,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723825-kotkata-na-karl-lagerfeld-shupet-se-okaza-bedna
"Самопровъзгласилата се за ""най-богатата котка в света""...===Самопровъзгласилата се??? Това е котка. Тя няма представа какво е богатство. Не може да се провъзгласи за нищо. А самопровъзгласилата се журналистка е смешна.",Негативен,0.88,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723825-kotkata-na-karl-lagerfeld-shupet-se-okaza-bedna
Тоя къв се пада на азис!?,Негативен,0.72,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723766-dzhey-lo-i-bret-goldshtayn-naistina-sa-imali-afera-dokato-sa-snimali-sluzheben-romans
Ритарди Би каза че ги е видяла да се обяздват и да скимтят докато слушали песента на Васко Жабата.,Негативен,0.62,отвращение,https://www.dnes.bg/a/448-svobodno-vreme/723766-dzhey-lo-i-bret-goldshtayn-naistina-sa-imali-afera-dokato-sa-snimali-sluzheben-romans
"Кажете просто, че и евреина я е боцнал. Няма защо да го овъртате.",Негативен,0.87,гняв,https://www.dnes.bg/a/448-svobodno-vreme/723766-dzhey-lo-i-bret-goldshtayn-naistina-sa-imali-afera-dokato-sa-snimali-sluzheben-romans
Ритарди Би ще и спретне торта Гараш и ще я въведе във възходите и паденията на пернишкия винкел.,Позитивен,0.62,веселост,https://www.dnes.bg/a/448-svobodno-vreme/723734-maya-dzhama-komentira-razdyalata-s-ruben-dias
Коя е Мая Джама и кой е Рубен Диас?,Неутрален,0.95,любопитство,https://www.dnes.bg/a/448-svobodno-vreme/723734-maya-dzhama-komentira-razdyalata-s-ruben-dias
"Егати яката новина , евала",Позитивен,0.92,радост,https://www.dnes.bg/a/448-svobodno-vreme/723730-dzheykab-elordi-vpechatlen-ot-priyatelite-na-kendal-dzhenar
"Ако беше махнала и розовия бански, щеше да събере и още нещо в добавка ...",Негативен,0.62,похот,https://www.dnes.bg/a/448-svobodno-vreme/723733-kayli-dzhenar-sabra-pogledite-po-rozov-banski
Що за глупости?,Негативен,0.88,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723724-v-ispaniya-preporachaha-da-se-raboti-ot-doma-pri-vizitata-na-papata
"Представям си нашиОТ неук бачкотещ баачкер россофил, печелещ НА Испания на година, колкото нормален човек у нас на месец, как ще бере ягодите от вкъщи :)))",Негативен,0.72,сарказъм,https://www.dnes.bg/a/448-svobodno-vreme/723724-v-ispaniya-preporachaha-da-se-raboti-ot-doma-pri-vizitata-na-papata
"Според мен е голяма глупост тази ""работа от вкъщи"". Моето семейство никак не се радва...Хосе, 46 год. Патоанатом.",Негативен,0.87,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723724-v-ispaniya-preporachaha-da-se-raboti-ot-doma-pri-vizitata-na-papata
И строителите ли ще работят от дома си? За братпеда питам. Прави басейни.,Негативен,0.72,сарказъм,https://www.dnes.bg/a/448-svobodno-vreme/723724-v-ispaniya-preporachaha-da-se-raboti-ot-doma-pri-vizitata-na-papata
"Кифла е много развълнувана от ""тенденциите""",Позитивен,0.65,вълнение,https://www.dnes.bg/a/448-svobodno-vreme/723737-tsvetovete-lakove-za-nokti-moderni-za-yuni
"За който не...знае,Бедечка е едно поточе, което...извира от баирите над Ст. Загора и пресича града. Та заралии от местен...патриотизъм имат следния лаф - ""Бедечка,до...Бедечка и става Черно море.""",Позитивен,0.72,гордост,https://www.dnes.bg/a/448-svobodno-vreme/723817-park-bedechka-stava-stsena-za-artisti-ot-chetiri-darzhavi
"Нема мое, нема твое, сичко е БЕРОЕ !И загорелка в двулитровки на тумбак !",Позитивен,0.82,ентусиазъм,https://www.dnes.bg/a/448-svobodno-vreme/723817-park-bedechka-stava-stsena-za-artisti-ot-chetiri-darzhavi
Аз предпочитам ущипци иплескавици.,Неутрален,0.7,спокойствие,https://www.dnes.bg/a/448-svobodno-vreme/723831-retseptata-dnes-srabski-chevapi
"Сръбски, сръбски .. колко да са сръбски кебапчеата?!",Негативен,0.72,раздразнение,https://www.dnes.bg/a/448-svobodno-vreme/723831-retseptata-dnes-srabski-chevapi
"Пуштай Миле Китич, режи рикийъта, сипвай салатата и давай чевапчиците насама !",Позитивен,0.82,веселост,https://www.dnes.bg/a/448-svobodno-vreme/723831-retseptata-dnes-srabski-chevapi
"Все си мислех,че германците са разумни и прагматични,но и там се намират заухавци,които са си купили ""ЛАДА"".",Негативен,0.78,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira
"Те швабите фалираха собственото си производство на автомобили, та лада ще пожалят, само чине електрокарите стават, но те не се купуват. На къде отиват швабите, ясно е на велосипеди.:))",Негативен,0.72,ирония,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira
В Германия Лада Нива е на почит.,Позитивен,0.72,уважение,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira
"Моето наблюдение е, че ладите нива преди 1990-96г., бяха по-здрави (и пак с постоянни ремонти) от тези след това. От 1990г., само скапват качеството и конкуренцията ги изяде. Няма как с влошена механика от преди 50г да вървиш напред и да печелиш пазари.",Негативен,0.87,разочарование,https://www.dnes.bg/a/448-svobodno-vreme/723807-vnositelyat-na-ruskata-lada-v-germaniya-falira
