comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"1.Една жена никога не трябва да моли мъжа си,да в плющи отзад.Той трябва сам да се сеща.2.Една жена никога не трябва да моли мъжа си,да и се разтовари в устата при бибитка.Той трябва сам да се сеща.",https://www.dnes.bg/a/448-svobodno-vreme/723995-11-nuzhdi-za-koito-nikoya-sapruga-ne-biva-da-moli-mazha-si,"11 нужди, за които никоя съпруга не бива да моли мъжа си",Неутрален,0.68,желание,Негативен,0.72,разочарование,Позитивен,0.65,загриженост
Никой не го интересува освен някои гнясажийскиИЗМЕКЯРИ,https://www.dnes.bg/a/2-svyat/723882-dashteryata-na-megan-markal-i-prints-hari-stana-na-5-g,Дъщерята на Меган Маркъл и принц Хари стана на 5 г.,Негативен,0.95,гняв,Неутрален,0.85,спокойствие,Позитивен,0.91,радост
"Какъв принц е този, нали го лишиха от титли и отговорности към кралството?",https://www.dnes.bg/a/2-svyat/723882-dashteryata-na-megan-markal-i-prints-hari-stana-na-5-g,Дъщерята на Меган Маркъл и принц Хари стана на 5 г.,Негативен,0.78,скептицизъм,Неутрален,0.85,спокойствие,Позитивен,0.91,радост
кой са тези? Хари потър ли?,https://www.dnes.bg/a/2-svyat/723882-dashteryata-na-megan-markal-i-prints-hari-stana-na-5-g,Дъщерята на Меган Маркъл и принц Хари стана на 5 г.,Неутрален,0.88,любопитство,Неутрален,0.85,спокойствие,Позитивен,0.91,радост
Ритарди Би скъса пернишкия винкел от езда и гъдел.,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Позитивен,0.62,забавление,Негативен,0.65,тъга,Негативен,0.72,тъга
рИвЪ !,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.55,тъга,Негативен,0.65,тъга,Негативен,0.72,тъга
"Къс му бил кабело, не може да и достигне камилската ...",https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.78,подигравка,Негативен,0.65,тъга,Негативен,0.72,тъга
Отиде ни вечерята с жената ревем и двамата,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.93,тъга,Негативен,0.65,тъга,Негативен,0.72,тъга
Тази кубинка е способна да накара Тръмп да обяви Куба за най-приятелската страна на САЩ.,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Позитивен,0.78,възхищение,Негативен,0.65,тъга,Негативен,0.72,тъга
"Я камилата, я камиларят, там е джендър бендър. Не ни занимавайте с глупости.",https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.86,раздразнение,Негативен,0.65,тъга,Негативен,0.72,тъга
"Малее,трепач,аууу",https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Позитивен,0.92,възторг,Негативен,0.65,тъга,Негативен,0.72,тъга
Защо трябваше да публикувате тази новина преди да си легна. Няма да мога да спя!,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.82,тревога,Негативен,0.65,тъга,Негативен,0.72,тъга
"Кат я гледам,нема да остане на сухо... Милиардерът също..",https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Неутрален,0.55,ирония,Негативен,0.65,тъга,Негативен,0.72,тъга
На окабелената камила и милиардер не й е достатъчен,https://www.dnes.bg/a/2-svyat/723881-kamila-kabelo-i-gadzheto-skasali,Камила Кабело и гаджето ѝ скъсали,Негативен,0.72,презрение,Негативен,0.65,тъга,Негативен,0.72,тъга
"Преживяла... горката... Те хората по 5 пъти пробват неуспешно, тя видиш ли преживяла! Сигурно е била на косъм! Която и да е тая изобщо.",https://www.dnes.bg/a/2-svyat/723880-mandi-mur-prezhivyala-neuspeshno-invitro,Манди Мур преживяла неуспешно инвитро,Негативен,0.92,презрение,Негативен,0.82,тъга,Позитивен,0.72,благодарност
"До: пенсионер-ветеран:Важното в случая е,че родила още едно еврейче на господин Голдсмит. Важно е,да се раждат от онези Богоизбраните носещи малки шапчици.",https://www.dnes.bg/a/2-svyat/723880-mandi-mur-prezhivyala-neuspeshno-invitro,Манди Мур преживяла неуспешно инвитро,Негативен,0.95,презрение,Негативен,0.82,тъга,Позитивен,0.72,благодарност
"42-годишно си е Тотална МеноПауза - кво ИнВитро кви 5евроцента - тя Кората с Яйца отдавна е свършила! Осъзнайте се, Феминистки - никой НЕ е по-силен от Природата!!",https://www.dnes.bg/a/2-svyat/723880-mandi-mur-prezhivyala-neuspeshno-invitro,Манди Мур преживяла неуспешно инвитро,Негативен,0.96,гняв,Негативен,0.82,тъга,Позитивен,0.72,благодарност
"Много стресиран звучиш. Ела чичовото, ще ти помогна със стреса, ще ти дам да ближеш един сладолед без захар, накрая и парички ще ти дам ;)",https://www.dnes.bg/a/448-svobodno-vreme/723997-3-lesni-i-vkusni-retsepti-da-si-prigotvite-sami-sladoled-bez-zahar,3 лесни и вкусни рецепти да си приготвите сами сладолед без захар,Негативен,0.78,сарказъм,Позитивен,0.82,ентусиазъм,Позитивен,0.92,ентусиазъм
"Е то за какво е сладоледа, ако няма захар, лед от хладилника същата работа, само че е без пари.",https://www.dnes.bg/a/448-svobodno-vreme/723997-3-lesni-i-vkusni-retsepti-da-si-prigotvite-sami-sladoled-bez-zahar,3 лесни и вкусни рецепти да си приготвите сами сладолед без захар,Негативен,0.82,недоволство,Позитивен,0.82,ентусиазъм,Позитивен,0.92,ентусиазъм
Да премине към действия най-сетне.,https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.62,нетърпение,Негативен,0.72,тревога,Негативен,0.97,страдание
"Ох, сега и за таз кака ли да се притесняваме? С имотно състояние между 50 и 100 милиона долара, решила си е с каква ориентация иска да е. Да си харчи парите по други каки, не ни занимавайте нас!",https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.86,раздразнение,Негативен,0.72,тревога,Негативен,0.97,страдание
"Кара, продължавай да позволяваш на хората да се възползват от теб сексуално, зарежи всичко останали алабалистики.",https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.96,презрение,Негативен,0.72,тревога,Негативен,0.97,страдание
Издигнала се е като дава котката а после уж имала огризения ама след като направила парата.,https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.82,презрение,Негативен,0.72,тревога,Негативен,0.97,страдание
"До: Питам кога Питайте прогресистите, нали УЖ щяха да се борят с Tиkвата и Прасетоо?",https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.82,разочарование,Негативен,0.72,тревога,Негативен,0.97,страдание
"КОГА НАЙ ПОСЛЕ ГДБОП ЩЕ СЕ САМОСЕЗИРА И ЩЕ АРЕСТУВА СТОЛИЧНИЯ НАРКОМАН И ИЗВЕСТЕН НАРКОДИЛЪР 61-на ГОДИШНИЯ АЛЕН ГЕОРГИЕВ ЛЕЖАЛ ЗА ПЕДОФИЛИЯ,КОЙТО ДЕНОНОЩНО ПРОДАВА НАРКОТИЦИ 24/7 НА УЛ.ВЕСЛЕЦ 21; В МАЗЕТО НА ВЪПРОСНАТА ЖИЛИЩНА КООПЕРАЦИЯ ,БУКВАЛНО НА РАЗСТОЯНИЕ 300 МЕТРА ОТ МИНИСТЕРСКИ СЪВЕТ В СОФИЯ ?ПИТАМ, ДОКОГА ЩЕ Е ТОЗИ ПОЛИЦЕЙСКИ ЧАДЪР ?",https://www.dnes.bg/a/448-svobodno-vreme/724049-kara-delevin-s-tezhki-samopriznaniya-za-seksa-i-drogata,Кара Делевин с тежки самопризнания за секса и дрогата,Негативен,0.98,гняв,Негативен,0.72,тревога,Негативен,0.97,страдание
Брадатият мирише на мечка .,https://www.dnes.bg/a/448-svobodno-vreme/724039-sanishtata-se-zavrashtat-sutrin-s-daniela-i-vladimir-ovcharovi,"""Сънищата се завръщат сутрин"" с Даниела и Владимир Овчарови",Негативен,0.82,отвращение,Неутрален,0.72,спокойствие,Позитивен,0.91,възхищение
Сутрин се завръща сънено.,https://www.dnes.bg/a/448-svobodno-vreme/724039-sanishtata-se-zavrashtat-sutrin-s-daniela-i-vladimir-ovcharovi,"""Сънищата се завръщат сутрин"" с Даниела и Владимир Овчарови",Неутрален,0.88,спокойствие,Неутрален,0.72,спокойствие,Позитивен,0.91,възхищение
"Моми, юруш към Великобритания! Може там да са останали още някои неженени принцове. Ако пък са се изчерпали, лордове, графове и барони ергени сигурно има!",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Неутрален,0.72,ирония,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
"Ама ти си крайно неинформирано момче! Сефтето в любовта за принц Хари е била именно мома, която е работила в конюшната на едно от именията на баща му. Значи от обора. Чети повече за да научиш тази романтична история, поучително е. При братовчед му пък се е наложила мед.сестра. Какво да правиш, късмет!",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Негативен,0.86,презрение,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
"До: До: Извод Ти бегай, щом знаеш за оборите, значи ще идеш направо там, нЕма да се туткаш.",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Негативен,0.68,раздразнение,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
"Ами бегай на запад и ти. Принца те очаква, нема кой да му мете обора хахаха",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Негативен,0.92,подигравка,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
"Разбрахте ли сега защо девойките, които учат за медицински сестри, презглава хукват за чужбина веднага след като се дипломират? Там е възможно да се омъжат за внуци на кралици, а тук какво ги чака? Изнурителен труд за скромни заплати плюс заядливи и претенциозни свекърви от скромните панелки в ""Люлин"".",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Негативен,0.92,разочарование,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
"Този Питър Филипс, щом е син на принцеса Ан, значи също като Хари е внук на покойната кралица Елизабет Втора.",https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Неутрален,0.95,спокойствие,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
Аз също не го поканих.,https://www.dnes.bg/a/448-svobodno-vreme/724031-bratovched-otryaza-prints-hari-ne-go-pokani-na-svatbata-si,"Братовчед отряза принц Хари, не го покани на сватбата си",Неутрален,0.78,безразличие,Негативен,0.78,отхвърляне,Негативен,0.72,отчуждение
Спрете да предлагате кокосовото масло! Вредно е!,https://www.dnes.bg/a/448-svobodno-vreme/723978-retseptata-dnes-desert-s-kiselo-mlyako-i-plodove,Рецептата Dnes: Десерт с кисело мляко и плодове,Негативен,0.95,гняв,Неутрален,0.75,спокойствие,Позитивен,0.82,въодушевление
Що за диетично и запържено,https://www.dnes.bg/a/448-svobodno-vreme/723978-retseptata-dnes-desert-s-kiselo-mlyako-i-plodove,Рецептата Dnes: Десерт с кисело мляко и плодове,Негативен,0.72,недоумение,Неутрален,0.75,спокойствие,Позитивен,0.82,въодушевление
"А изгониха ""ДАНОН"".",https://www.dnes.bg/a/448-svobodno-vreme/723978-retseptata-dnes-desert-s-kiselo-mlyako-i-plodove,Рецептата Dnes: Десерт с кисело мляко и плодове,Негативен,0.68,недоволство,Неутрален,0.75,спокойствие,Позитивен,0.82,въодушевление
"Няма ли да стане по-добре, ако вместо една се вземат две чаши кисело мляко, което да се поизцеди. Хем обемът на млякото ще намалее, хем ще се получи по-плътен крем.",https://www.dnes.bg/a/448-svobodno-vreme/723978-retseptata-dnes-desert-s-kiselo-mlyako-i-plodove,Рецептата Dnes: Десерт с кисело мляко и плодове,Позитивен,0.76,заинтересованост,Неутрален,0.75,спокойствие,Позитивен,0.82,въодушевление
"В гората има мечки, докато съберете микса от горски плодове и може да ви излезе киселото мляко през носа.",https://www.dnes.bg/a/448-svobodno-vreme/723978-retseptata-dnes-desert-s-kiselo-mlyako-i-plodove,Рецептата Dnes: Десерт с кисело мляко и плодове,Негативен,0.72,тревога,Неутрален,0.75,спокойствие,Позитивен,0.82,въодушевление
А Специалния приготвял за Леля Асена Точикура,https://www.dnes.bg/a/448-svobodno-vreme/724012-retseptata-dnes-traditsionnoto-rumansko-yastie-tochitura,Рецептата Dnes: Традиционното румънско ястие Точитура,Неутрален,0.86,спокойствие,Неутрален,0.9,спокойствие,Неутрален,0.88,спокойствие
До: HangoverРумънките кой друг,https://www.dnes.bg/a/448-svobodno-vreme/724012-retseptata-dnes-traditsionnoto-rumansko-yastie-tochitura,Рецептата Dnes: Традиционното румънско ястие Точитура,Неутрален,0.62,спокойствие,Неутрален,0.9,спокойствие,Неутрален,0.88,спокойствие
"От кога КАЧАМАКА стана полента???? На италианци ли се правите???? Значи може да напишете как е на румънски качамак,на български не можете",https://www.dnes.bg/a/448-svobodno-vreme/724012-retseptata-dnes-traditsionnoto-rumansko-yastie-tochitura,Рецептата Dnes: Традиционното румънско ястие Точитура,Негативен,0.95,гняв,Неутрален,0.9,спокойствие,Неутрален,0.88,спокойствие
Кой ли пък ще става в шест сутринта да готви румънски манджи?,https://www.dnes.bg/a/448-svobodno-vreme/724012-retseptata-dnes-traditsionnoto-rumansko-yastie-tochitura,Рецептата Dnes: Традиционното румънско ястие Точитура,Негативен,0.78,раздразнение,Неутрален,0.9,спокойствие,Неутрален,0.88,спокойствие
А дано най-накрая се вземат.,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan,Тейлър Суифт и Травис Келс вдигат сватба на 3 юли в Манхатън,Позитивен,0.78,надежда,Позитивен,0.72,радост,Неутрален,0.85,любопитство
Пожелавам здраве и щастие на хората от снимките.,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan,Тейлър Суифт и Травис Келс вдигат сватба на 3 юли в Манхатън,Позитивен,0.95,доброжелателност,Позитивен,0.72,радост,Неутрален,0.85,любопитство
Хубави хора.,https://www.dnes.bg/a/448-svobodno-vreme/724008-teylar-suift-i-travis-kels-vdigat-svatba-na-3-yuli-v-manhatan,Тейлър Суифт и Травис Келс вдигат сватба на 3 юли в Манхатън,Позитивен,0.95,симпатия,Позитивен,0.72,радост,Неутрален,0.85,любопитство
"Витамини и минерали, които се съдържат в морковите, корнишоните и бананите по евростандарт.",https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Неутрален,0.95,спокойствие,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
"природата си знае работата - най-добре младо гадже. Тая работа с добавките е загубена кауза. Където ще давам аз хапчета на жената, че белкем и се доиска, по-добре едно младо момиченце където си кипи и без добавки",https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Негативен,0.78,презрение,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
"Старшината ни ( към 35, ама ми изглеждаше като чичо) викаше: СТАРА РИБА НЯМА!!!",https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Неутрален,0.62,ирония,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
Банана е много важен!,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Позитивен,0.82,одобрение,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
Сигурната добавка е 100 евро...,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Неутрален,0.86,спокойствие,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
Кисело зеле е най-добре.,https://www.dnes.bg/a/5-zdrave/723811-koi-dobavki-povishavat-zhenskoto-libido-sled-40,Кои добавки повишават женското либидо след 40?,Позитивен,0.95,удовлетворение,Неутрален,0.85,любопитство,Позитивен,0.72,надежда
"Гришо още е млад, има време да завърти дом и семейство.",https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya,Любовната история на Рафаел Надал и съпругата му Мария,Позитивен,0.78,оптимизъм,Позитивен,0.75,любов,Позитивен,0.91,възхищение
"Този може да изглежда ***,но не е... Страхотна жена си е избрал, което говори много добре за него..",https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya,Любовната история на Рафаел Надал и съпругата му Мария,Позитивен,0.82,одобрение,Позитивен,0.75,любов,Позитивен,0.91,възхищение
Две простовати физиономии. Няма забрая злобната му физиономия на тоя когато 2012 година загуби след 6 часа битка финала на АО срещу Новак. Това беше най-злобната физиономия която съм виждал. Искаше да изгризе гърлото на Джокович тази испанска мършаааа...А аз тогава откачих от кеф!,https://www.dnes.bg/a/448-svobodno-vreme/723914-lyubovnata-istoriya-na-rafael-nadal-i-saprugata-mu-mariya,Любовната история на Рафаел Надал и съпругата му Мария,Негативен,0.95,гняв,Позитивен,0.75,любов,Позитивен,0.91,възхищение
Голям праз не съм го чувал даже :)))),https://www.dnes.bg/a/448-svobodno-vreme/724011-pochina-britanskiyat-aktyor-antani-hed,Почина британският актьор Антъни Хед,Неутрален,0.82,безразличие,Негативен,0.85,тъга,Негативен,0.92,скръб
А къде са Лена мустака и Просто Киро баджанака :)))))),https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis,28 години по-късно: Мики Рурк се покая пред бившата си съпруга Каре Отис,Негативен,0.78,подигравка,Позитивен,0.62,съжаление,Негативен,0.82,съжаление
"""Отис също е прострелян в гърдите"". Това Отис един път жена, един път мъж",https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis,28 години по-късно: Мики Рурк се покая пред бившата си съпруга Каре Отис,Негативен,0.82,раздразнение,Позитивен,0.62,съжаление,Негативен,0.82,съжаление
"Алоо ,,Отис е тя , оправете ги тия грешки",https://www.dnes.bg/a/448-svobodno-vreme/723917-28-godini-po-kasno-miki-rurk-se-pokaya-pred-bivshata-si-sapruga-kare-otis,28 години по-късно: Мики Рурк се покая пред бившата си съпруга Каре Отис,Негативен,0.82,раздразнение,Позитивен,0.62,съжаление,Негативен,0.82,съжаление
Дреме ми на бахура какво мислят интериорните дизайнери.,https://www.dnes.bg/a/448-svobodno-vreme/723918-interiornite-dizayneri-sa-kategorichni-siviyat-divan-e-demode,Интериорните дизайнери са категорични: сивият диван е демоде,Негативен,0.86,безразличие,Негативен,0.72,разочарование,Позитивен,0.72,ентусиазъм
"И тоа го е загазил, взел престарела лека на 45, вместо нещо младо 25 годишно.",https://www.dnes.bg/a/448-svobodno-vreme/723964-stenli-tuchi-progovori-za-21-godishnata-razlika-sas-saprugata-si,Стенли Тучи проговори за 21-годишната разлика със съпругата си,Негативен,0.86,презрение,Неутрален,0.85,спокойствие,Позитивен,0.87,възхищение
Стара мома за стар ерген.,https://www.dnes.bg/a/448-svobodno-vreme/723964-stenli-tuchi-progovori-za-21-godishnata-razlika-sas-saprugata-si,Стенли Тучи проговори за 21-годишната разлика със съпругата си,Неутрален,0.74,спокойствие,Неутрален,0.85,спокойствие,Позитивен,0.87,възхищение
"СХВАНАХТЕ ЛИ ЕЛЕМЕНТАРНИЯ РЕКЛАМЕН ТРИК - СЛАБ АВТОР, СКУЧНА БЕЗИНТЕРЕСНА КНИГА, АЛА *** В СТАТИЯТА ГО СРАМ ДА НИ ГО КАЖЕ - СИГУРНО СА МУ ЗАБРАНИЛИ. ХРОНОЛОГИЯТА - ИЗДАДЕНА ""се нареди сред търсените български заглавия на пазара през миналата година."", НО ЯВНО СЛЕД ФАНФАРИТЕ Е ПЪЛЕН КРАХ, ТА ЗАТОВА 9 МЕСЕЦА ПО-КЪСНО АВТОРЪТ ЩЯЛ ДА Я ПРЕДСТАВЯ В БУРГАС и ВАРНА,А ЖУРНАЛИТЕ ДРЪНЧАТ, БЕЛКИМ НЯКОЙ СЕ ЗАКАЧИ НА КУКИИЧКАТА И Я КУПИ!!!... Е НЯМА БУДАЛИ!!!...",https://www.dnes.bg/a/448-svobodno-vreme/723904-istoriya-filosofiya-i-balgarski-traditsii-v-romana-sedem-dni-v-paroriya,"История, философия и български традиции в романа ""Седем дни в Парория"".",Негативен,0.98,гняв,Неутрален,0.85,спокойствие,Позитивен,0.82,ентусиазъм
Деда от Босна Кедрич като Меланията яничерна туркина.,https://www.dnes.bg/a/448-svobodno-vreme/723937-anna-kendrik-shte-rezhisira-skandalniyat-zhivot-na-evelin-hyugo,"Анна Кендрик ще режисира ""Скандалният живот на Евелин Хюго""",Негативен,0.68,презрение,Неутрален,0.85,спокойствие,Позитивен,0.72,любопитство
"Тази и режисьор, малко странно.:))",https://www.dnes.bg/a/448-svobodno-vreme/723937-anna-kendrik-shte-rezhisira-skandalniyat-zhivot-na-evelin-hyugo,"Анна Кендрик ще режисира ""Скандалният живот на Евелин Хюго""",Неутрален,0.62,изненада,Неутрален,0.85,спокойствие,Позитивен,0.72,любопитство
КАКВА Е ТАЯ МОРФЕМА???!!!...,https://www.dnes.bg/a/448-svobodno-vreme/723948-sadat-okonchatelno-reshi-che-morfov-e-uvolnen-nezakonno-narodniyat-teatar-se-vazmuti,"Съдът окончателно реши, че Морфов е уволнен незаконно, Народният театър се възмути",Негативен,0.78,раздразнение,Негативен,0.78,възмущение,Негативен,0.72,напрежение
"Когато поместват материли за такива звезди на киното, защо не качват снимки и от най-силните им години, когато наистина са били големи красавици?",https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya,Актрисата Стефания Сандрели на 80 г.: Толкова много ми харесва да живея,Негативен,0.72,недоволство,Позитивен,0.92,радост,Позитивен,0.91,възхищение
на мен вече не ми харесва,https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya,Актрисата Стефания Сандрели на 80 г.: Толкова много ми харесва да живея,Негативен,0.95,разочарование,Позитивен,0.92,радост,Позитивен,0.91,възхищение
ако живееше в мизерия и си броеше стотинките дали щеше толкова да и харесва да живее?....,https://www.dnes.bg/a/448-svobodno-vreme/723895-aktrisata-stefaniya-sandreli-na-80-g-tolkova-mnogo-mi-haresva-da-zhiveya,Актрисата Стефания Сандрели на 80 г.: Толкова много ми харесва да живея,Негативен,0.92,недоволство,Позитивен,0.92,радост,Позитивен,0.91,възхищение
"До: ха ха ха18, Учи история ха-ха-ха! В Русия е крепостничество .ВСАЩ е робство,особено в Южните щати. Войната в САЩ е между Севера и Юга",https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.65,подигравка,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
До 4юли остана малко време Ще видим как ще се развиват събитията.Да не стане на 250 г Севера срещу Юга 21 век,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.74,тревога,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
Като не разбираш по добре не коментирай. 250 годишнината от независимостта на Щатите не е и не трябва да е политическо събитие каквото президента педофил иска да направи.,https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.96,гняв,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
"He e лu npaйg, xuч нe мu ro xвaлu!",https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.78,неодобрение,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
"Ха-ха-ха, каза най-големият некадърник на света. Оранжевият орангутан си заминава след междинните избори.",https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.96,презрение,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
"Ха така, Тръмп ще им попее малко, той пее като никой друг, такова пеене никога не сте чували преди, най-великото и най-незабравимото и никога няма да чуете пак толкова велико пеене, е стига да не реши пак да попее защото става все по велик и велик и т.н.",https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.82,сарказъм,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
"Не били ги чували, значи не стават. Ей, Андрешко, трябва и култура! Само Азис, мазни кючеци и бангаранга за вас. Вие изкуство, пък и от световен мащаб, не заслужавате. Не заслужвате даже и мазните кючеци, ама ви идват наготово.",https://www.dnes.bg/a/448-svobodno-vreme/723867-tramp-nekadarnitsite-koito-prispivat-s-pesnite-si-da-si-stoyat-u-doma,"Тръмп: Некадърниците, които приспиват с песните си, да си стоят у дома",Негативен,0.98,презрение,Негативен,0.89,гняв,Негативен,0.62,пренебрежение
