comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Водачите на листите "" дърпат"" листата и гарантират изборен успех. По правило те се кандидатират в сигурен изборен район и в по-малък и несигурен. Това обяснява защо се практикува тази възможност.:)",https://www.mediapool.bg/kazusat-s-peikov-popov-i-panev-topkata-e-v-poleto-na-demokratichna-bulgaria-news382668.html,"Казусът с Пейков, Попов и Панев: Топката е в полето на ""Демократична България""",Позитивен,0.72,увереност,Неутрален,0.9,спокойствие,Неутрален,0.95,спокойствие
"Буря в чашата с вода..разотивайте се, шоуто е без пуканки.",https://www.mediapool.bg/kazusat-s-peikov-popov-i-panev-topkata-e-v-poleto-na-demokratichna-bulgaria-news382668.html,"Казусът с Пейков, Попов и Панев: Топката е в полето на ""Демократична България""",Негативен,0.72,досада,Неутрален,0.9,спокойствие,Неутрален,0.95,спокойствие
"Драмата - не само тази, имало е и други - произтича от малоумното положение водачите на листите да могат да се кандидатират в два избирателни района. Всъщност селска е не самата драма, а тази хитрешковска възможност. Ако тя бъде премахната няма да има и драми.",https://www.mediapool.bg/kazusat-s-peikov-popov-i-panev-topkata-e-v-poleto-na-demokratichna-bulgaria-news382668.html,"Казусът с Пейков, Попов и Панев: Топката е в полето на ""Демократична България""",Негативен,0.92,възмущение,Неутрален,0.9,спокойствие,Неутрален,0.95,спокойствие
"Сигурно пишат, но даже и да нямаше тази цепнатина в ПП-ДБ те пак щяха да пишат. Освен това не е лошо да чуят и нашето МНЕНИЕ, даже то да не е лицеприятно или критично, или нека бъде подкрепящо, позитивно, а не просто да се заяждаме с тази гербарско-депесарска- комунистическо-левичарска СВОЛАЧ във форма или помежду си. Защото въпросът е принципен. ПП-ДБ устоя на мерака на ДБ да взеле в съглашателство с Борисов. ДСБ-ПП-ДБ са силни като са единни.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.82,гняв,Негативен,0.85,недоволство,Негативен,0.95,гняв
"Да, нашият случай е по-особен. Ние все още сме много близко и до комунизма и до злото Русия. В този смисъл виждаме как партии където има единомеслие по- бавно се разпадат и оттичат в канала когато преди са показали жизнеспособност. Типичен пример ГЕРБ, ако не беше се пръкнал Радев и Пеевски и Възраждане и ДПС. Но в нашата коалиция ПП-ДБ това след 4 години не се постигна, защото по всичко изглежда политическият егоизъм на ДБ, надделява до степен, че аз като привърженик на ДСБ направо не виждам и с лупа нейната представителност. Василев е прав, оище повече че неговата енергичност и компетентност даже и противника не отрича. Предполагам, че и хората от ПП имат също подобни качества.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.78,разочарование,Негативен,0.85,недоволство,Негативен,0.95,гняв
"Признавам, че сгреших! Смятах, че след изборите мерZZавците ДеБилите предателски ще се присламчат към пУтюраста гдев за да му станат патерица. Оказа се, че дори за тази поZZорна роля не са годни тези импотенти.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.98,гняв,Негативен,0.85,недоволство,Негативен,0.95,гняв
нещо изнервени ми се струват другарите от ппдб - дали няма да видим гръм в рая :D :D,https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.72,насмешка,Негативен,0.85,недоволство,Негативен,0.95,гняв
"До половината сте прав. Но я ми кажете нещо за приноса на Димитров, че влиза с висока преференции. Как гласува избиратели с преференции. Оценил е приноса на дадено лице? Или по симпатия? Защо тогава Величков от Правосъдие за всички не получи преференции, а толкова работа свърши.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.72,недоволство,Негативен,0.85,недоволство,Негативен,0.95,гняв
ДеБили - Чекиджии,https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.95,гняв,Негативен,0.85,недоволство,Негативен,0.95,гняв
"ДеБилите тъпоумно си въобразяваха, че след като заедно с иZраждане свалят проевропейското правителство на Желязков пропутинската мафия ще даде властта точно на тях - на ДеБилите... Оказа се ще са просто пацал иZползван да разчисти пистата на гадев.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.97,гняв,Негативен,0.85,недоволство,Негативен,0.95,гняв
На тези избори се оттървахме от бZп - на следващите от ДеБилите.,https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.86,презрение,Негативен,0.85,недоволство,Негативен,0.95,гняв
ДеБилите са кокошка с отрязана глава - тича последните си метри.,https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.95,презрение,Негативен,0.85,недоволство,Негативен,0.95,гняв
"ДеБилите са глисти, които само гледат в чий г-ъ-Z да се скатаят на топло. Затова никога няма да бъдат управляващи, а всички гласове за тях са чисто разпиляване на потенциал.",https://www.mediapool.bg/asen-vasilev-chaka-db-da-reshi-za-manol-peikov-deputat-ot-pp-obvini-db-v-litsemerie-news382616.html,"Асен Василев чака ДБ да реши за Манол Пейков. Депутат от ПП обвини ДБ в ""лицемерие""",Негативен,0.98,гняв,Негативен,0.85,недоволство,Негативен,0.95,гняв
"Я виж, туй дето ти капе, да не би да е от препълнен памперс?..",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.92,подигравка,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Чета коментарите надолу и ми мед ми капе на сърцето какво квичене надават евроджендерастката паплач в този псевдосайт. Хайде чибa вече :) БЪЛГАРИЯ СПЕЧЕЛИ СВОЯТ ПРЕЗИДЕНТ И СВОЯТ ПРЕМИЕР И СВОЯТА ПАРТИЯ. НАЙ-НАКРАЯ. ДА ЖИВЕЕ БЪЛГАРИЯ.,https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Позитивен,0.78,възторг,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Ама тази тирада малко е закъсняла за предизборна агитация, така че я възприемам единствено като вой на чакал. Това че ти не си разбрал или разбрала (все тая какъв пол си, то гнидите нямат пол) какво казва най-популярния и интелигентен политик в съвременната история на България си е само твой дефицит. Половин България разбрала, само то не разбрало какви послания е направил генерал Радев в многобройните си обръщения и интервюта. Разбирам, трудно ти е, ама поне не показвай свещената си простота пред публика. Жалка картинка.",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.98,презрение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Пpoф. Кaлин Янaкиeв: «Чe пoлитичecкa глупocт дeйcтвитeлнo cъщecтвувa (и peзиcтиpa) cpeд мнoзинa oт „cкъпитe ми cънapoдници“ зa мeн e нecъмнeнo. Кaквo изoбщo зa цeли 9 гoдини cтe чули oт нeгo? Ocвeн нaизуcтeнитe нoвoгoдишни пocлaния, ocвeн пoпулиcткoтo му мpънкaнe cpeщу влизaнeтo ни в eвpoзoнaтa, ocвeн чe „Кpим e pуcки, кaкъв дa e“? Кaкъв cлeдoвaтeлнo e изтoчникът нa вaшитe нaдeжди? Eнтуcиaзиpaнитe му избиpaтeли щe пoлучaт eдин мимaнc oт cпopтиcти и eднo пoдвoднo тeчeниe oт oнзидeншни „Жaн-Видeнoвиcти“. Щe тpябвa дa гo пpeживeят (и ниe зaeднo c тяx), зaщoтo кaктo кaзax в нaчaлoтo, пoлитичecкaтa глупocт e дълбoкo, дълбoкo внeдpeнa в нeмaлкa чacт oт нaшия нapoд.»",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.96,възмущение,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
ГЕРБ губи не само изборите. ГЕРБ губи досегашното си влияние в изпълнителната власт. ГЕРБ го чакат тежки времена на борба за оцеляване срещу вълната от антикорупционни обещания на новите победители.,https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.88,тревога,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"И да останат спрени за маджарите, щото Маджар се оказа Предател и скрит пютураст:""Макар да спечели с обещание за нов подход към ЕС, Мадяр си представя по–активна Централна Европа, обединена около по–консервативни правителства с близки възгледи за миграцията, енергетиката и икономическата политика. С изключение на Полша, много от тези държави традиционно поддържат и по–гъвкави отношения с Русия."" Мисията на Петер Мадяр: Да възстанови силата на Австро-Унгарската империя https://mobile.frognews.bg/article/331718/",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.94,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Сега, на първо време, ЕС е наложително да спре всякакви фондове за редовия български путюраст, гласувал за Мунчо. Глад и тояга за малоумния плебс!",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Още при съставянето на кабинета излиза първото предизвикателство : отново и отново ли министър на външните работи ще е евреин !!!! После след клетвата идват охраната на двамата любимци и безценния Сарафов !,https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.92,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Мунчо е колхозник, а ти как се чувстваш като скъсана подметка на закоравелия negофил Боко от Банкя с розовия анцуг? https://novini.bg/article/2025030218494078542",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
"Ще трябва да стигнем до Радевата зима и да ги удари по джоба, за да им дойде акълът на глупендерите.",https://www.mediapool.bg/preferentsii-i-razpredelenie-otkade-kolko-i-koi-shte-sa-deputatite-na-vsyaka-edna-partiya-news382598.html,"Преференции и разпределение: Откъде, колко и кои ще са депутатите на всяка една партия",Негативен,0.92,гняв,Неутрален,0.95,спокойствие,Неутрален,0.95,спокойствие
Депутати без имунитети и с еднопосочни билети за Дубай очаквайте през май.,https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.72,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Не съм го гледала. Но по принцип бързорекия Кутев не слешам с внимание, много говори, рядко казва нщо което после да става, все предвижда неща, които не се осъществяват. Лека кавалерия.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.92,пренебрежение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Той е в тандем с Е. Дечев, министъра. При един хлабав министър полза от него няма да има. Но Йотова не можше да предложи Дечев, защото е далеч от нейната и на Радев боя.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.82,недоволство,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Извинение - грешката е моя, написал съм Карбовски, но имах предвид Дачков: 54-минутното интервю за което споменах по-рано. И пак ще трябва да те разочаровам - никъде и дума Кутев не обелва каква ще е същността на съдебната реформа. Кой и колко депутати ще има и какво става ако ги няма - това не е концепция за реформа, а дребни бакалски сметки. Имало било дефекти в правораздаването и това позволявало определени хора да упражняват неформална власт - ние това въобще не го знаехме. Затова пак ще кажа …Прочети целия коментар - сподели тук и обясни какво ще представлява реформата в съдебната система според програмата на ПБ. Ако не знаеш какво е замислено или не можеш да го обясниш, кажи си, ще те разберем и никой няма да ти се сърди.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.86,разочарование,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Като я зърна тази дърта болшевичка от Сливница ми се обръщат червата! Ако някой ми беше казал на 10-ти ноември 1989 година че такива ще ни управляват 36 години по-късно, щях да му избия зъбите! Между другото, не се ли досещате защо тази червена лелка назначи Гюров за служебен премиер? Благодарение на добрата работа и прекъсвани на купения вот те гарантираха на Радеф това мнозинство и прецакаха ГЕРП, ДПС, ИТН, МЕЧ и други подобни измишльотини! Това е самата истина!",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.97,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Кой да ми резне квитанциите , бе , игнорамус?",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.86,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"И през тези 6 месеца без заплати,пенсии....и т.н.,вие ли ще храните хората,вие ли ще им плащате разходи,сметки,дължими суми към различни услуги?Предложението е странно.Според мен по-добре е ЕС да спре ПВУзащото има опасност да бъдат ""усвоени"" от олигообръчите на Мунчо.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.92,възмущение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Йотова трябва да се занимава с други дела оттук нататък. Препоръките трябва да идват от народа, който беше подведен, че му предстои финансова криза и обедняване, и гласува за човек, когото не познава. Народното събрание веднага трябва да гласува строг контрол на финансовите средства на държавата през преходната 2026 г. За целта може да се наложи мораториум за подписване на големи сделки и спогодби. Трябва да се замразят за 6 месеца заплатите, пенсиите, социалните плащания, данъците, акцизите, таксите. Направените икономии да бъдат връщани в държавния бюджет на страната. Само така можем да видим докъде сме стигнали и с колко да нарастват разходите през следващите години.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.82,тревога,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"На теб, хибридно гавно, много ти знае балалайката напоследък. Да не ти резнат квитанцийките накрая?",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Първо , никога не съм ти препоръчвал интервю на Кутев при Карбовски. Препоръчах ти интервюто му с Явор Дачков. В това интервю отиваш на 16- та минута и гледаш следващите няколко минути в които се обясняват стъпките , които ще предприемат в част правосъдие . В детайли. Какво става ако Баце и Пеевски имат над 80 депутати и какво става ако ги нямат. Приятно гледане.И да , не стоя 24 часа във Форума и може да съм пропуснал твой въпрос.",https://www.mediapool.bg/yotova-svikva-ns-do-dni-ochakva-pravosadna-reforma-i-preporachva-glavniyat-sekretar-na-mvr-da-ostane-news382589.html,Йотова свиква НС до дни. Очаква правосъдна реформа и препоръчва главният секретар на МВР да остане,Негативен,0.62,раздразнение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Да си пожелаем при следващите избори Костя да отиде при Слафчоу на диванчето, да попръдат из Фесбук заедно.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.87,презрение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Не бре, максудович, народът не ще вас, руZките помиярпростаци. Особено да му ковете закони и да организирате погроми. Аре чъйба на Варненското блато да си довършиш катунарската шатра с изглед към гавната.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.98,гняв,Негативен,0.9,разочарование,Неутрален,0.85,примирение
Народът не поиска и простите и грозни шарлатани да го управляват! ;),https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.72,презрение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Крайно време е ЕС да започне автоматично да изключва тъпите народи, които си иZбират путюрасти.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.96,гняв,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Беше си въобразил че е играч, а се оказа играчка, от която вече нямат нужда. Очаква го отичането в канала като Атака, за която никой вече не се сеща.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.95,презрение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Костадинов понякога е забавено да го слушаш, когато разсъждава на глас... Кажи сега Коце, къде и каква е вашата идеология, че нещо се обърках.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.78,раздразнение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"В канала, копейкин!",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.86,презрение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Интересно на какво се е надявал Костадинов? Обещава да извади България от ЕС и от НАТО, какти да върне лева и иска хората да го харесват? Само един малък % лумпени и идиоти могат да бъдат такива мазохисти.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.95,презрение,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Костадинов е един пуяк, като много други. Дрънкало. Поразгонихме някои слава Богу! Не мога да си обясня тази мания само некадърници и продажници да се натискат за политици.",https://www.mediapool.bg/kostadinov-narodat-ne-iska-vazrazhdane-da-go-upravlyava-ideologiite-pretarpyaha-krah-news382586.html,"Костадинов: Народът не иска ""Възраждане"" да го управлява; идеологиите претърпяха крах",Негативен,0.96,гняв,Негативен,0.9,разочарование,Неутрален,0.85,примирение
"Хора много, на кои хора? Какво ли и питам, Магда...",https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.62,недоумение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
Комунета да защитават интереси на хора. Това го няма в цялата необятна вселена,https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.86,презрение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
"Най-положителното от последните избори беше, че за първи път от 81 години 100-годишната старица беше изхвърлена извън Събранието. Вярно е, беше заменена от партията на чорапа, но не вярвам последната да се окаже и на 1% толкова корава колкото старицата.",https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Позитивен,0.72,удовлетворение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
"Круме, Круме, язък ти за името. Трябвало е да те нарекат Кацамун.",https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.92,презрение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
"БСП - ОЛ, ще продължи да съществува, защото хората имат нужда от тях, да защитават техните интереси.",https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Позитивен,0.82,доверие,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
"Празни приказки. В нормалните държави след провали и резили шефовете на партии си тръгват. За комундетата е стара практика да са неадекватни, във всяка ситуация.",https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
Столетницата най - после се спомина.,https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.72,облекчение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
И това трябва да ни интересува защото?,https://www.mediapool.bg/zaradi-izborite-krum-zarkov-iska-vot-na-doverie-news382576.html,Заради изборите: Крум Зарков иска вот на доверие,Негативен,0.82,раздразнение,Неутрален,0.95,спокойствие,Негативен,0.85,разочарование
"Ей, не разбирате от приятелски задявки.",https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Негативен,0.72,раздразнение,Неутрален,0.85,уважение,Негативен,0.85,разочарование
Как се чувстваш като скъсана подметка на закоравелия negофил Боко от Банкя с розовия анцуг? https://novini.bg/article/2025030218494078542,https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Негативен,0.92,презрение,Неутрален,0.85,уважение,Негативен,0.85,разочарование
Пеевски остава без охрана . Вай завала.......,https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Негативен,0.78,сарказъм,Неутрален,0.85,уважение,Негативен,0.85,разочарование
Господ здраве да му дава на Пасчо Магнитски за да гледаме шоуто му с шарлатаните! ;),https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Позитивен,0.72,забавление,Неутрален,0.85,уважение,Негативен,0.85,разочарование
"Трябваше някой да натрие носовете на Борисов и Пеевски.За съжаление ППДБ не успя да се възползват от недоволните хора на площадите, не можаха да ги убедят, че ще се справят с Борисов и Пеевски.Още не свършили изборите и се изпокараха за депутатски места.Чудя се, така ли няма кой да му каже на ген.Василев, че е време да мине малко назад.Видя се и на протестите, че хората не го приемат добре.Не знам от тук нататък какво ще става, но не е луд този който яде зелника.",https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Негативен,0.92,разочарование,Неутрален,0.85,уважение,Негативен,0.85,разочарование
"Изглежда и Радев забрави май, кои наричаше шарлатани! Явно ще му трябват! Пък и те сигурно вече няма да си правят ала, бала с него! Абе политика, магистрална работа.",https://www.mediapool.bg/peevski-zabravi-za-mistar-kesh-pozdravi-radev-za-respektirashtiya-rezultat-news382575.html,"Пеевски забрави за ""мистър Кеш""; поздрави Радев за ""респектиращия резултат""",Негативен,0.86,разочарование,Неутрален,0.85,уважение,Негативен,0.85,разочарование
