comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Че си вдигнаха заплатите, пенсиите и дръпнаха няколко милиарда нов дълг. Съмняваме да изкарат до президентските избори.",https://dnes.dir.bg/obshtestvo/trend-za-prav-pat-ot-2009-g-pravitelstvoto-e-s-pozitiven-reyting,"""Тренд"": За пръв път от 2009 г. правителството е с позитивен рейтинг",Негативен,0.82,скептицизъм,Позитивен,0.9,оптимизъм,Позитивен,0.85,оптимизъм
"Тея тренд и подобни няма ли да ги забраняват вече,видяхме им познаваческите способности на изборите! Само облъчват хората",https://dnes.dir.bg/obshtestvo/trend-za-prav-pat-ot-2009-g-pravitelstvoto-e-s-pozitiven-reyting,"""Тренд"": За пръв път от 2009 г. правителството е с позитивен рейтинг",Негативен,0.92,гняв,Позитивен,0.9,оптимизъм,Позитивен,0.85,оптимизъм
Адмирации!,https://dnes.dir.bg/obshtestvo/trend-za-prav-pat-ot-2009-g-pravitelstvoto-e-s-pozitiven-reyting,"""Тренд"": За пръв път от 2009 г. правителството е с позитивен рейтинг",Позитивен,0.98,възхищение,Позитивен,0.9,оптимизъм,Позитивен,0.85,оптимизъм
"Така е защото всички които чупеха държавата и пречеха на работата на предишните управляващи, днес са на власт.",https://dnes.dir.bg/obshtestvo/trend-za-prav-pat-ot-2009-g-pravitelstvoto-e-s-pozitiven-reyting,"""Тренд"": За пръв път от 2009 г. правителството е с позитивен рейтинг",Негативен,0.92,гняв,Позитивен,0.9,оптимизъм,Позитивен,0.85,оптимизъм
На Лойко и Шиши ли?,https://dnes.dir.bg/obshtestvo/trend-za-prav-pat-ot-2009-g-pravitelstvoto-e-s-pozitiven-reyting,"""Тренд"": За пръв път от 2009 г. правителството е с позитивен рейтинг",Негативен,0.62,презрение,Позитивен,0.9,оптимизъм,Позитивен,0.85,оптимизъм
Лом не случва на кмет!! А беше хубав град преди!!!,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.95,разочарование,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"е, те затова е казано : таралеж за възгравница и милиционер за приятел нестават!",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.88,пренебрежение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
мале какъв типичен герберски тулуп е излязъл на снимката,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.97,презрение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Директно виновните в затвора, заедно с шефа на партията.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.88,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Кметът е пионка. Силната фигура е заместник-кметицата Ирена Димова. Макар и бивш депутат от ГЕРБ, пристана на ДПС и фамозния Димитър Аврамов. По този начин огромни потоци от финансиране се насочиха към общината и сега пада голямо усвояване.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.87,възмущение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Атакувате кмета!Къде бяхте до вчера бе ""будни граждани""?Има правило:""Не ритай падналия"",макар,че още не е в такава ситуация.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.86,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Бати Бойко, как е?",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.88,любопитство,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Оня от Банкя заедно със хасковския нали беше там преди изборите и обеща всички в Северозапада да са богати! Най-долното съсловие в тази територия гласува за ГЕПИ и НН! Корупция и опростачаване на цията, мутри и боклуци! А тоя псевдо генерал направен с последния указ на Коня е най-простия в територията!",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.98,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Който вярва на банкяският боклук,трябва да е малоумен!И тоя който си мисли че ще вкарат селяндура в затвора също е малоумен.Управия в тая държава няма да има!",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.98,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Ако е извършил престъпление-съд.тая флашка откъде се е взела?Изглежда реално.Все пак да ги викнеш в кметството да им предлагаш пари е крайно непредпазливо.Да си следва реда това разследване и всекиму неговото.,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.74,недоверие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Видими резултати!,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Позитивен,0.86,удовлетворение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Уж от ГЕРБ, ама работи за ДПС. Заляха ги с проекти и Митко Галата здраво усвоява.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.88,възмущение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Голямо чегъртане трябва.Това по администрация, общини, агенции, съд, прокуратура, полицияПълно с калинки, с изроди като тоя, мишоци, червеи, змии, гущери, прасета, порове...Трябва чегъртане с голямата фадрома.Изнасяне с големите самосвали.Дезинфекция, дератизация, изгаряне, рекултивация.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.98,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Кмет на ГЕРБ, предлагал пари да гласуват за ГЕРБ! НАПИШЕТЕ ГО, ИСТИНА Е!",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.92,възмущение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Ако си бяха свършили блещящо работата тоя щеше да е в пандиза!,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.92,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Да не забравите да го питате кой му дава парите.Другото са шменти капели....,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.84,недоверие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Тоз може да бъде лице на герб.Да го отпечатат на календара си.Удрая и Баце и Шиши в земята, чак.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.72,ирония,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Има три града в Европа, с наименования от по три букви:Рим, Бон и Лом.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.98,спокойствие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Кан, Франция",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.98,спокойствие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Човекът очевидно е от Лом и се шегува има хиляди трибуквени градове. Оста Рим- Бон - Лом е създадена тайно на връх Ком от американските близнаци Том и Дон и е насочена да възпре болшевишките злодеи от североизток.,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.78,ирония,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Лил, Мец",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.98,спокойствие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
И Улм в Германия.,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.95,спокойствие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Ако имената на градовете се изписват на езика на държавата в която се намират списъкът не е дълъг. Сещам се за Бар, Кос, Лом, Ниш, Пау, Туи, Улм, Цуг",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.95,спокойствие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Оставката се иска от двама ""бизнесмена"" и от един милиционер който получил флашката.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.78,недоверие,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Докосне ли се Герб до нещо, то започва да вони. Само поразпитайте какво става в опера-Русе, ама като запазите анонимност. Някаква пиарка гербаджийка коли и беси. И това е опера.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.96,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Наложи ми се миналата година да отида до този град.. след като минах по улиците осъзнах от къде идва името на градът.. всичко е лом.. и колата ти става лом..,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.94,разочарование,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Този само по снимка е за затвора по обвинение в корупция.,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.95,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Получил флашка от Неизвестното Лице !?,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Неутрален,0.72,изненада,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Е няма да каже, че той го е записал. Нали дупетатите си гласуваха това да е подсъдно, т.е. вместо да е подсъдна корупцията да е са подсъдни тези, които се опитват да я изсветляват.Оттам се нароиха множество флашки дошли от нищото.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.91,възмущение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
типично за гробарски боклук от мафията на престъпната мутра,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.98,гняв,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Да, ние купуваме гласове по друг начин, не толкова тъпо.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.86,цинизъм,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Че си ЛГБТ стана ясно. За втората част по-скоро си ГЕРБ НН.,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.82,презрение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
"Да, също така съм и Путинист, защото само така знаете да се борите с фактите - като лепите етикети.",https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis,"Напрежение в Лом, искат оставка на кмета след скандален запис",Негативен,0.88,раздразнение,Негативен,0.95,недоволство,Негативен,0.95,разочарование
Демек сменя напусналите,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Неутрален,0.88,спокойствие,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Когото и да сменяте Бойко в партията ти,свободното падане на ГЕРБ ще продължи и ще стигнете нивото на СДС с един човек партия .Историчеките 17 годишни управленски ,политически и финансиво икономически грешки на ГЕРБ и лично твои Бойко са незабравими.",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.95,разочарование,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Кого ще сменя Бойко, те всички гербави за една нощ осъмнаха радеви, заради държавния кокал. ПКП -то и то избяга в Пловдив и стана ППП, честито на пловдивчани. Е, те си са едно с Новото начало, та региона си е пак частично техен, ама официално останаха само разни мишки членове....",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.95,презрение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"ЗАЩО, КАКВО им е на сегашните???? Ще има ли РЕВИЗИЯ, ОДИТ????!!!",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.86,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Първо трябва да се смени „великия вожд“Борисов,който е главната причина за провала.Вече е омръзнал на цяла България със своите глупости.",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Никога вече Борисов,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.92,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Време е да разкараме некадърника кмет на Ст. Загора !!!Съсипа града !!,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Едни крадци ще се сменят със хора със същият профил. В тази партия честни и морални хора няма.,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Докога ще го преизбират този малоумник Бойко Простия? Май ще излезе прав, че и електоратът му е прост колкото него.",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.97,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
защото отиват по затворите начело с гаулайтера Винету.,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.92,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Бойко да си подаде оставката като вожд и да се скрие някъде.. Достатъчно е открадгал и натрупал.. Стига!,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Те останаха ли местни структури? Мишките напускат потъналия кораб.,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.92,презрение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Преди да се изберете си махнете грабливите престъпни ГЕРБЕРчета от държавните Мини Марица.Тоше и Чолака заедно с някакъв от Медина Мед си купуват стари ГТЛ на цената на нови защото финансиралиместните структури,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Чолака е в миманса сега, той плаче за Илза. Не ще ТодАр, затова и агитира за Зеления чорап. Щото там има негов човек. А що се отнася до кадровата политика на Минито, там сега има двама мушмурока с наднормено тегло: Стамен - пенсионера и Стойко - крадливия, които трябва да бъдат изметени с 200. Ама, докато Тоше е там и те ще са там. Абе с една дума - ЗАКРИВАЙ!",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.96,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"А пък що се отнася за Медина Мед, погледнете инвестиционната програма на губещото Мини. Никога, ама никога, фирма за гуми не е доставяла транспортна лента в най-голямото въгледобивно предприятие и то на стойност четвърт милиард еврака!!!",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.88,възмущение,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
гладна пепейска кокошка съдебна реформа сънува.,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Неутрален,0.74,неутралност,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Айдеее, време е вече, заедно с Пеевски, да отидете там при ИТН и БСП...Сгааанн мрръъссссна..!",https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets,ГЕРБ сменя ръководства на местни структури след месец,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"ГЕРБ - тъждество с ПП/ДБ, с Новия бардак, а вече и с ПБ... Демкрацията е Злото.",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.95,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"безчовечен престъпник. Гадната му шайка в общината големи кървища е проливала на кастрирани бездомни кучета. Викат го в Ада заедно с убийците, каква ти прокуратура тук.",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
ГЕРБ-авите НЕ СИ НАУЧИХА УРОКА след записа на Пловдивския кмет Тотев за КУПУВАНЕ на ГЛАСОВЕ.,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.92,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"който ще ги изпитва, ще ги научи.",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Неутрален,0.92,спокойствие,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Ni moga dani upumina 4i izla4vanetu mo na kmeta na Lom e ubaiatelno,no visoka intiligentnos strui ot pogledad mu",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Позитивен,0.82,възхищение,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Не знаех че в Лом има и българи!!!! Там са основно цигани като най- известния от тях е проф.д-р Александър Чирков,светла му памет!!! А иначе кметът е не само за съд ,но и за затвор!!!! Ама да видим!!!!",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.93,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
az tebe bih moga data iznasilvam !,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.98,агресия,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Гербаджиите не стига че са корумпирани, но са и доста тъпи!",https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
Хайде сега на площада и показен разстрел на мангала гербаджийски,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
изби кастрирани бездомни кучета с марка на ушите. Добре ще е да погълне същата отрова.,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove,Прокуратурата обвини кмета на Лом за купуване на гласове,Негативен,0.98,гняв,Неутрален,0.9,спокойствие,Негативен,0.85,разочарование
"Ами нека от ЦИК да изнесат данни колко пари ни струват последните няколко избори в чужбина.И за колко гласа става дума? Щом при толкова инициативи и помощ за връщане на българите зад граница , те си остават там , означава, че са се устроили и нямат намерение да си дойдат. Айде , стига сме ги калесвали , важни са тези, които не избягаха и останаха да работят тук, макари за малко пари. Грижете се за народа си тук и сега.Да рониш сълзи зад граница, когато чуеш "" Я кажи ми облаче ле бяло"" вече не е достатъчно.",https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.88,недоволство,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
стягат се за следващите избори ... явно очакват скоро,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Неутрален,0.82,очакване,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
1. Да сменят ВСС и и.д. главен послушко на големия магнит.2. Да свалят имунитета на големия магнит.3. Новия главен да го прибере на топло поне за 20 години.,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Идеята на двете мутри беше да прецакат Доган и да го извадят изцяло от играта, което и стана. Иначе малкото б надали голямото Д щеше да му разреши да гласува за това ограничение.Въпроса е, че не разбраха на време, че Радев ще ги надиграе и че реалния им проблем всъщност не е Доган.",https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.88,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Каква работа имат тия ""български граждани"" да определят кой да управлява нас, а не тях?",https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.86,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Ха ха,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Позитивен,0.72,веселие,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
В Турция няма българи а български граждани забравили да си върнат паспортите и личните карти след изселване. Не трябва чужденци да гласуват за управлението на България.,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.86,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Тези в Търция не знаят да говорят и пишат български-повечето.,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.82,критичност,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
"Трябва да се гласува САМО в България...Не ни трябват разни турци или китайци да гласвуат на български избори !!!А посланиците на България в чужбина може да се ВРЪЩАТ в България, 2-3 дни ПРЕДИ избори за да гласуват по лична карта.Това което направиха на последните избори, за ограничаване на секциите в чужбина, беше в ПРАВИЛНАТА посока. Но за да бъде ИСТИНСКО гласуването и в ПОЛЗА на нас, българите, трябва да се ЗАБРАНИ гласуване в чужбина...В чужбнина , гласовете са КУПЕНИ от турците !! И затова в продължение на 6 или 7 пъти гласуване на ИЗБОРИ не можеше да изберем правителство.. Турците са турски МАФИОТИ...",https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.98,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
НИКАКВО ГЛАСУВАНЕ В ЧУЖБИНА !!!!!!!!!,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.95,гняв,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Кои бяха тези Ааа да,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Неутрален,0.78,замисленост,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
Да Да ама Не,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es,ДПС предлага отпадане на ограничението за избирателни секции извън ЕС,Негативен,0.72,несъгласие,Неутрален,0.95,спокойствие,Неутрален,0.9,спокойствие
