comment,sentiment,confidence,dominant_emotion,article_url
Да не забравите да го питате кой му дава парите.Другото са шменти капели....,Негативен,0.82,подозрение,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Тоз може да бъде лице на герб.Да го отпечатат на календара си.Удрая и Баце и Шиши в земята, чак.",Позитивен,0.62,възхищение,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Има три града в Европа, с наименования от по три букви:Рим, Бон и Лом.",Неутрален,0.95,спокойствие,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Кан, Франция",Неутрален,0.95,спокойствие,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Човекът очевидно е от Лом и се шегува има хиляди трибуквени градове. Оста Рим- Бон - Лом е създадена тайно на връх Ком от американските близнаци Том и Дон и е насочена да възпре болшевишките злодеи от североизток.,Неутрален,0.55,ирония,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Лил, Мец",Неутрален,0.85,спокойствие,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
И Улм в Германия.,Неутрален,0.95,спокойствие,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Ако имената на градовете се изписват на езика на държавата в която се намират списъкът не е дълъг. Сещам се за Бар, Кос, Лом, Ниш, Пау, Туи, Улм, Цуг",Неутрален,0.89,спокойствие,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Оставката се иска от двама ""бизнесмена"" и от един милиционер който получил флашката.",Негативен,0.82,недоволство,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Докосне ли се Герб до нещо, то започва да вони. Само поразпитайте какво става в опера-Русе, ама като запазите анонимност. Някаква пиарка гербаджийка коли и беси. И това е опера.",Негативен,0.97,гняв,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Наложи ми се миналата година да отида до този град.. след като минах по улиците осъзнах от къде идва името на градът.. всичко е лом.. и колата ти става лом..,Негативен,0.82,разочарование,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Този само по снимка е за затвора по обвинение в корупция.,Негативен,0.87,гняв,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Получил флашка от Неизвестното Лице !?,Неутрален,0.55,изненада,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Е няма да каже, че той го е записал. Нали дупетатите си гласуваха това да е подсъдно, т.е. вместо да е подсъдна корупцията да е са подсъдни тези, които се опитват да я изсветляват.Оттам се нароиха множество флашки дошли от нищото.",Негативен,0.91,презрение,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
типично за гробарски боклук от мафията на престъпната мутра,Негативен,0.98,гняв,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Да, ние купуваме гласове по друг начин, не толкова тъпо.",Негативен,0.82,цинизъм,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Че си ЛГБТ стана ясно. За втората част по-скоро си ГЕРБ НН.,Негативен,0.72,пренебрежение,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
"Да, също така съм и Путинист, защото само така знаете да се борите с фактите - като лепите етикети.",Негативен,0.87,раздразнение,https://dnes.dir.bg/politika/naprezhenie-v-lom-iskat-ostavka-na-kmeta-sled-skandalen-zapis
Демек сменя напусналите,Неутрален,0.65,спокойствие,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Когото и да сменяте Бойко в партията ти,свободното падане на ГЕРБ ще продължи и ще стигнете нивото на СДС с един човек партия .Историчеките 17 годишни управленски ,политически и финансиво икономически грешки на ГЕРБ и лично твои Бойко са незабравими.",Негативен,0.95,презрение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Кого ще сменя Бойко, те всички гербави за една нощ осъмнаха радеви, заради държавния кокал. ПКП -то и то избяга в Пловдив и стана ППП, честито на пловдивчани. Е, те си са едно с Новото начало, та региона си е пак частично техен, ама официално останаха само разни мишки членове....",Негативен,0.88,презрение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"ЗАЩО, КАКВО им е на сегашните???? Ще има ли РЕВИЗИЯ, ОДИТ????!!!",Негативен,0.93,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Първо трябва да се смени „великия вожд“Борисов,който е главната причина за провала.Вече е омръзнал на цяла България със своите глупости.",Негативен,0.97,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Никога вече Борисов,Негативен,0.87,отвращение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Време е да разкараме некадърника кмет на Ст. Загора !!!Съсипа града !!,Негативен,0.98,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Едни крадци ще се сменят със хора със същият профил. В тази партия честни и морални хора няма.,Негативен,0.97,презрение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Докога ще го преизбират този малоумник Бойко Простия? Май ще излезе прав, че и електоратът му е прост колкото него.",Негативен,0.98,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
защото отиват по затворите начело с гаулайтера Винету.,Негативен,0.87,презрение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Бойко да си подаде оставката като вожд и да се скрие някъде.. Достатъчно е открадгал и натрупал.. Стига!,Негативен,0.97,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Те останаха ли местни структури? Мишките напускат потъналия кораб.,Негативен,0.82,пренебрежение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
Преди да се изберете си махнете грабливите престъпни ГЕРБЕРчета от държавните Мини Марица.Тоше и Чолака заедно с някакъв от Медина Мед си купуват стари ГТЛ на цената на нови защото финансиралиместните структури,Негативен,0.95,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Чолака е в миманса сега, той плаче за Илза. Не ще ТодАр, затова и агитира за Зеления чорап. Щото там има негов човек. А що се отнася до кадровата политика на Минито, там сега има двама мушмурока с наднормено тегло: Стамен - пенсионера и Стойко - крадливия, които трябва да бъдат изметени с 200. Ама, докато Тоше е там и те ще са там. Абе с една дума - ЗАКРИВАЙ!",Негативен,0.91,презрение,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"А пък що се отнася за Медина Мед, погледнете инвестиционната програма на губещото Мини. Никога, ама никога, фирма за гуми не е доставяла транспортна лента в най-голямото въгледобивно предприятие и то на стойност четвърт милиард еврака!!!",Негативен,0.91,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
гладна пепейска кокошка съдебна реформа сънува.,Неутрален,0.55,ирония,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"Айдеее, време е вече, заедно с Пеевски, да отидете там при ИТН и БСП...Сгааанн мрръъссссна..!",Негативен,0.97,гняв,https://dnes.dir.bg/politika/gerb-smenya-rakovodstva-na-mestni-strukturi-sled-mesets
"ГЕРБ - тъждество с ПП/ДБ, с Новия бардак, а вече и с ПБ... Демкрацията е Злото.",Негативен,0.93,гняв,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"безчовечен престъпник. Гадната му шайка в общината големи кървища е проливала на кастрирани бездомни кучета. Викат го в Ада заедно с убийците, каква ти прокуратура тук.",Негативен,0.99,гняв,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
ГЕРБ-авите НЕ СИ НАУЧИХА УРОКА след записа на Пловдивския кмет Тотев за КУПУВАНЕ на ГЛАСОВЕ.,Негативен,0.92,възмущение,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"който ще ги изпитва, ще ги научи.",Неутрален,0.72,спокойствие,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"Ni moga dani upumina 4i izla4vanetu mo na kmeta na Lom e ubaiatelno,no visoka intiligentnos strui ot pogledad mu",Позитивен,0.62,възхищение,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"Не знаех че в Лом има и българи!!!! Там са основно цигани като най- известния от тях е проф.д-р Александър Чирков,светла му памет!!! А иначе кметът е не само за съд ,но и за затвор!!!! Ама да видим!!!!",Негативен,0.82,презрение,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
az tebe bih moga data iznasilvam !,Негативен,0.97,агресия,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"Гербаджиите не стига че са корумпирани, но са и доста тъпи!",Негативен,0.97,гняв,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
Хайде сега на площада и показен разстрел на мангала гербаджийски,Негативен,0.97,гняв,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
изби кастрирани бездомни кучета с марка на ушите. Добре ще е да погълне същата отрова.,Негативен,0.97,гняв,https://dnes.dir.bg/temida/prokuraturata-obvini-kmeta-na-lom-za-kupuvane-na-glasove
"Ами нека от ЦИК да изнесат данни колко пари ни струват последните няколко избори в чужбина.И за колко гласа става дума? Щом при толкова инициативи и помощ за връщане на българите зад граница , те си остават там , означава, че са се устроили и нямат намерение да си дойдат. Айде , стига сме ги калесвали , важни са тези, които не избягаха и останаха да работят тук, макари за малко пари. Грижете се за народа си тук и сега.Да рониш сълзи зад граница, когато чуеш "" Я кажи ми облаче ле бяло"" вече не е достатъчно.",Негативен,0.87,раздразнение,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
стягат се за следващите избори ... явно очакват скоро,Неутрален,0.62,очакване,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
1. Да сменят ВСС и и.д. главен послушко на големия магнит.2. Да свалят имунитета на големия магнит.3. Новия главен да го прибере на топло поне за 20 години.,Негативен,0.91,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Идеята на двете мутри беше да прецакат Доган и да го извадят изцяло от играта, което и стана. Иначе малкото б надали голямото Д щеше да му разреши да гласува за това ограничение.Въпроса е, че не разбраха на време, че Радев ще ги надиграе и че реалния им проблем всъщност не е Доган.",Негативен,0.82,презрение,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Каква работа имат тия ""български граждани"" да определят кой да управлява нас, а не тях?",Негативен,0.91,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
Ха ха,Позитивен,0.72,забавление,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
В Турция няма българи а български граждани забравили да си върнат паспортите и личните карти след изселване. Не трябва чужденци да гласуват за управлението на България.,Негативен,0.82,неприязън,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
Тези в Търция не знаят да говорят и пишат български-повечето.,Негативен,0.78,пренебрежение,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Трябва да се гласува САМО в България...Не ни трябват разни турци или китайци да гласвуат на български избори !!!А посланиците на България в чужбина може да се ВРЪЩАТ в България, 2-3 дни ПРЕДИ избори за да гласуват по лична карта.Това което направиха на последните избори, за ограничаване на секциите в чужбина, беше в ПРАВИЛНАТА посока. Но за да бъде ИСТИНСКО гласуването и в ПОЛЗА на нас, българите, трябва да се ЗАБРАНИ гласуване в чужбина...В чужбнина , гласовете са КУПЕНИ от турците !! И затова в продължение на 6 или 7 пъти гласуване на ИЗБОРИ не можеше да изберем правителство.. Турците са турски МАФИОТИ...",Негативен,0.97,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
НИКАКВО ГЛАСУВАНЕ В ЧУЖБИНА !!!!!!!!!,Негативен,0.95,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
Кои бяха тези Ааа да,Неутрален,0.55,изненада,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
Да Да ама Не,Неутрален,0.55,несигурност,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Тоя иска така - на всеки ъгъл - избирателна секция, особено в Турция.",Негативен,0.72,сарказъм,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Няма такава наглост, грух грух!След като влезе с помоща на орязаните секции, сега да се премахне ограничението.. Грух грух св*ньо дебела",Негативен,0.98,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Росатом только что сообщил о запуске первого энергоблока АЭС ""Руппур"" в Бангладеш,при котором проводится ""зарядка"" реактора, и теперь запланирован финальный пуск уже с отдачей электричества в энергосеть страны.",Позитивен,0.82,гордост,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Крачка напред, две назад... Ние сме луди, че им плащаме заплатите.",Негативен,0.92,разочарование,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"А ПБ ще предложат тест по български език и образователен ценз,за да докажат гласоподавателите,че разбират за какво гласуват:)))))))",Негативен,0.78,сарказъм,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Това няма да мине, макар че е много правилно. Еничарина ще отсече, че по- важно е гражданството, а не познания по български. И неграмотните ще продължат да гласуват, някои дори без да знаят, кого избират. Пък ако въобще няма секции в чужбина, проблема ще отпадне. Не живееш тук, не плащаш данъци, не допринасяш с нищо - не гласуваш.",Негативен,0.87,разочарование,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Най-големият терорист е паразитната ДС-арска мафиотска ченгесарскапсевдодържава, поддържана от ЕС и УСА, която краде от банковивлогове, от природа, от съдби, от здраве, от бъдеще, отсправедливост, лъжеща и мизерна като народа си робски.",Негативен,0.99,гняв,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Ау! Парламата още не е започнала работа, а те вече мислят как да оправят орязаните им фалшификации!",Негативен,0.92,възмущение,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
"Огладня кокошката и за просо засънува... , че видиш ли на следващите избори и зрънце може да няма. Избирателната активност в България заедно с партииния отлив и спрените купени гласове ги съсипа! Няма го бащата Петел да ги котка и държи. Д Пада Страшно! !!",Негативен,0.88,разочарование,https://dnes.dir.bg/politika/dps-predlaga-otpadane-na-ogranichenieto-za-izbiratelni-sektsii-izvan-es
Тия за проден път излъгаха.Предадох доверието на избиратели си ... отново,Негативен,0.95,разочарование,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Идеята е да имат двойно повече членове в парламентарните комисии. И ако от всяка формация се излъчи по един зам.председател на парламента, да имат два.Дано не съм прав и да има лостове за спиране на тази далавера.",Негативен,0.82,недоволство,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Новата парапетка е виновна,Негативен,0.72,обвинение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Кой разпореди това безобразие. Аз гласувах за тях и сега незнам за кой всъщност съм гласувал?,Негативен,0.93,разочарование,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
запитай се ти от кои си от страната на младоженеца или на булката-мъж. гейските караници са на високо ниво,Негативен,0.82,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"разделят се на пеперасти и пепофили, вместо да направят коалиция содомистка българия",Негативен,0.82,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
сър!,Неутрален,0.5,неутралност,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Не ме интересуват ни ПП, ни ДБ. Важното е, че се прецакаха взаимно, а и тримата г...и Лорер, Манол Пейков и Яврочо с папионката са извън парламента...",Негативен,0.91,злорадство,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Това е злоупотреба с изборния процес. Я си представете случай за коалиция Другите с 10-на партии и коалиция направена с цел да влязат, и после се разпадат на 10 партиики с по 2 до 0.5 процента гласове, но влезли в парламента и гласуващи проектозакони как им дойде.",Негативен,0.93,възмущение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Това стана:БКП се трансформира с годините от БСП в Прогресивна България.Преходът за комунистите приключи. Конфискуваха часната собственност след 9 септември 1944 г. Унищожиха опозицията. Баталясаха държавата . Приватизираха всичко в България след 10 ноември 1989 г. и ето ги - пак са първи в парламента, но под ново име, и пак заедно с Масква, но вече са ""капиталисти"".След 80 години всичко е тяхно. Преходът приключи.",Негативен,0.93,горчивина,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Тия като застрахователите и гаранционните условия на уредите. Пише едно, а като стане събитието четат договора както им отърва.",Негативен,0.91,разочарование,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Абе този генерал Атанас Атанасов толкова ли е нисък или нарочно го правите такъв? Ако наистина е толкова смален дайте да дадем пари да му удължат краката поне.,Негативен,0.82,подигравка,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
затова ''генерала'' драпа толкова години да стане председател на НС 1.да стой нависоко 2.да събере кинти да се удължи малко:-),Негативен,0.72,цинизъм,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Дреме им на ПП и ДБ!Нали влязоха в парламентаЩе търкат седалките 4години и ще взимат тлъсти депутатски заплати! Да забравих за евтините кюфтета в стола!После и без това отиват в историята!Нищо вече не зависи от тях!,Негативен,0.93,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Аз за кого глувах тогава?,Неутрален,0.55,несигурност,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Добре дошъл!Този въпрос май много хора си го задават!Гласуваш за един а получаваш друг или нищо!,Негативен,0.82,разочарование,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Аз затова не ходя да гласувам вече над 10 години. Именно защото ти гласуваш за едно, после се окаже друго - те си правят каквото си знаят, или някой ти променя вота с манипулация/надписаване и т.н. Сега е редно всичките тези 37 депутата да се откажат и други от други партии да влезнат. Преди години имах някаква надежда за ПП (още като бяха служебни министри), но само след няколко месеца видях какви неможачи са всъщност. Кирето Петков е в историята, сега Сенси Васлев отива натам бързо бързо.",Негативен,0.91,разочарование,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Вероятно Сенсито просто иска повече кити, защото ако са отделни групи, може би ще имат отделно допълнително за председател, за групи, не знам. Долнопробна сган !!! Ако си мислят, че нещо зависи от техните 16 депутата...",Негативен,0.95,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
И сега ще имаме две секти всяка със своята специфика ли?,Негативен,0.72,скептицизъм,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
По кой закон ПП-ДБ може да се раздели на отделни групи?,Неутрален,0.65,любопитство,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"по закона на джунглата, естествено.",Неутрален,0.62,цинизъм,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Решението е да ги изхвърли от парламента новият председател със мотиви грубо нарошените на изборите коалиционни предизборни свадби със молба за развод преди да е обявен брака за официален.Вън от парламента измамници.,Негативен,0.93,гняв,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"няма правомощия да изхвърля никого от парламента, понеже не ги е избирал той.",Негативен,0.72,раздразнение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
А при едни следващи избори групичката на Асенчо с хубавите очички ще отиде при СлаФчУ и ТошкУ,Негативен,0.82,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"С новия Правилник за работата на НС, трябва да се промени начина за определяне на заплатите на депутатите, съответно възнагражденията на председателите и членовете на комисиите.",Неутрален,0.82,безпристрастност,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Стига с тези коалиции, увеличете прага за влизане в парламента, направете избирателния закон, както в Унгария и да не гледаме повече 30 години муцуни в парламента! Пример ген. Атанасов!",Негативен,0.87,фрустрация,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Ще се изтрепят да оберат трохите, които Радев им остави! Показаха истинската си същност защо са в парламента- да си правят далаверите и да папкат от еврофондовете. Вече като няма далавера - развод",Негативен,0.97,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Това си е 100% изборна измама. Жълтопаважната шайка знаеше че ако са отделно преди изборите, вероятно част от тях щяха да гледат Парламент отвън. Затова го играха приятели докато влязат групово а сега ще се делят и ще искат повече места в комисиите.",Негативен,0.95,гняв,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Тези опции за влизане в парламента на формации, които при равни други условия няма да минат и 1%, визирам ДБ, трябва законово да се преустановят. Това е съвсем съзнателно преиначаване на изборния резултат, използвайки ракета-носител.",Негативен,0.91,възмущение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Да им ЕП,М проста. Да бяха го направили преди изборите. Боклуци с боклуци долни.",Негативен,0.98,гняв,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
В тая кочина са само безродни отрепки и алчни боклуци!!!,Негативен,0.99,гняв,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
Това сговор на педеразите ли е някакъв?,Негативен,0.89,гняв,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Гледайте последния коментар на ВоленМного е правСега Тази част от ГЕРБ ПП-ДБ се опитва как Радев да не може да ги детронира тоталноЗле са , пълни балъци , порцийката намаля за всичкиНаправо ми е кеф да гледам , днес ще гледам всичко с интерес",Негативен,0.72,злорадство,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"както и да именуват, със или без интервал си остават ниско станасов, божо некъпания, кокорчо розовия и как му беше името на ония с кривата хлава не се сещам",Негативен,0.92,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Радев ги свитна здраво с пълното си мнозинство и ПП-та и ДБ-та са в шок. Получава се ситуация в която няма полза за тях защото практически не могат да правят далаверки със сглобки, олигархичен слугинаж и продажба на национални интереси с врътките покрай войната в Укриа. И сега ще има роене, люспене и подобни такива.",Негативен,0.72,злорадство,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
ППДБ пак ще се съберат заедно на София прайд предвождани от лама Терзиев и Асен пеньоара,Негативен,0.78,подигравка,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"Овладяха и София.Васил Терзиев е български политик, предприемач, инвеститор и филантроп, петроханчик. Роден на 9 юни 1978 г. Баща му Александър Терзиев е офицер от Първо главно управление на Държавна сигурност. Бил е щатен служител в Управление „Научно-техническо разузнаване“ с чин капитан. Дядо му, на когото е кръстен, е Васил Терзиев, който е комунистически партизанин, генерал от Държавна сигурност и дългогодишен началник на нейното Трето управление (военно контраразузнаване). Майка му – Иглика Цекова-Терзиева е офицер в Шести отдел на Първо главно управление на ДС.",Негативен,0.72,недоверие,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"то това не е политически развод , а обикновена гейска свада",Негативен,0.82,пренебрежение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
"дб винаги са играли подло с преференциите и са агитирали само за себе си, не и за коалицията, така че асен василев правилно им би шута, а сега ще може спокойно да продава присъствието си на ра радев за подкрепа и власт, без дб да му висят на врата.",Негативен,0.82,презрение,https://dnes.dir.bg/politika/sledizborno-roene-vota-specheliha-pet-no-v-noviya-parlament-vlyazoha-shest-formatsii
